Expression,Mean_C,SD_C,N_Rate,N_Unknown
put the cat among the pigeons,1.7272727272727273,1.4206272622267313,11,0
put the clock back,2.8,1.3165611772087666,10,1
put the clock forward,3.5454545454545454,1.5075567228888183,11,1
put the feedbag on,2,1.1832159566199232,11,2
put the finishing touches on,2.5,1.3394467690277294,18,0
put the frighteners on,2.909090909090909,1.513574937328539,11,3
put the hammer down,2.4,1.2649110640673518,10,2
put the heat on,2.6,1.577621275493231,10,0
put the kibosh on,1.8181818181818181,1.1677484162422844,11,4
put the mockers on,2.5454545454545454,1.5075567228888183,11,6
put the moves on,2.6,1.6465452046971292,10,0
put the pedal to the metal,2.8,1.5491933384829668,10,0
put the plug in the jug,2.3,1.5670212364724212,10,5
put the records straight,1.6153846153846154,0.7679476477883045,13,0
put the right spin on it,1.736842105263158,0.9911892555667041,19,2
put the screws,2.2,1.3165611772087666,10,3
put the screws on,2.4,1.1737877907772674,10,0
put the screws to,1.4545454545454546,0.6875516509523286,11,0
put the squeeze on,2,1.3093073414159542,15,2
put the squeeze on somebody,2.8,1.7511900715418263,10,0
put the wind up,1.8,1.3165611772087666,10,2
put the wood in the hole,2.7,1.636391694484477,10,2
put them up,2.9,1.5238839267549948,10,0
put things in perspective,1.9,1.286683937707919,10,1
put through,2.5,1.509230856356236,10,0
put through its paces,1.4615384615384615,0.6602252917735247,13,0
put through one's paces,1.5,0.5270462766947299,10,0
put through the mangle,2,1.5689290811054724,14,2
put through the mill,2.3,1.636391694484477,10,2
put through the wringer,1.8,1.3165611772087666,10,0
put through their paces,2.3,1.2516655570345725,10,0
put through to,2.5,1.4337208778404378,10,2
put to,2.1818181818181817,1.3280197150781925,11,0
put to bed,3.5,0.97182531580755,10,1
put to bed with a shovel,2.272727272727273,1.4206272622267313,11,1
put to death,2.7,1.3374935098492586,10,0
put to rest,1.8,1.1352924243950935,10,1
put to shame,1.7272727272727273,1.1908743922772957,11,0
put to sleep,2.4,1.1737877907772674,10,1
put to the sword,2.4,1.577621275493231,10,2
put to the test,2.3,1.0593499054713802,10,0
put to use,2.3,1.1595018087284057,10,0
put to work,2.75,1.712255291076124,12,1
put together,2.6363636363636362,1.1200649331826502,11,0
put too fine a point on,2.090909090909091,1.3751033019046572,11,3
put towards,2.5555555555555554,1.3382263161373769,18,1
put two and two together,2.3636363636363638,1.5015143870590966,11,0
put under,2.3,1.1595018087284057,10,0
put under a microscope,2.7,1.3374935098492586,10,0
put under the microscope,2.3,1.4181364924121764,10,0
put up,3.090909090909091,1.300349603340998,11,0
put up a brave face,2.1,1.1972189997378648,10,0
put up a brave front,2.3,1.1595018087284057,10,0
put up a good face,2,0.6666666666666666,10,2
put up a good front,2.3,1.2516655570345725,10,1
put up at,NA,NA,9,8
put up for,1.6,0.8432740427115678,10,1
put up one's dukes,2.8181818181818183,1.5374122295716148,11,7
put up or shut up,2.5454545454545454,1.694912172570388,11,0
put up the money,2.8,1.1352924243950935,10,0
put up to,2.8181818181818183,1.834021909257456,11,0
put up with,2,1.0540925533894598,10,0
put up with hassle,2.3636363636363638,1.5666989036012806,11,0
put up your dukes,2.8,1.2292725943057183,10,1
put upon,2.1538461538461537,0.9870962335856491,13,1
put well,2.9,1.5951314818673865,10,2
put words in someone's mouth,1.8181818181818181,1.0787197799411874,11,0
put words into someone's mouth,2.0833333333333335,1.3113721705515067,12,1
put you at ease,1.8333333333333333,0.7071067811865476,18,0
put you away,2.7,1.1595018087284057,10,0
put you in a bad mood,2.3,1.1595018087284057,10,0
put you in the picture,2.2,1.2292725943057183,10,1
put you off your game,1.4,0.699205898780101,10,0
put you through the mill,1.8,1.0327955589886444,10,0
put your back into it,2.6363636363636362,1.6292775867068985,11,0
put your back up,2,1.247219128924647,10,0
put your best foot forward,1.6,1.0749676997731399,10,0
put your cards on the table,2,1.632993161855452,10,0
put your feet up,2.3,1.1595018087284057,10,0
put your finger on,3.3636363636363638,1.5666989036012806,11,0
put your foot down,2.6,1.776388345929897,10,0
put your foot in it,2.2,1.0327955589886444,10,1
put your foot in your mouth,2.2,0.9189365834726815,10,1
put your head on the block,2.4,1.429840705968481,10,0
put your heads together,2.2,1.0327955589886444,10,0
put your heart and soul into,1.75,1.5447859516333116,12,0
put your heart into,1.6,1.2649110640673518,10,0
put your heart into it,2.4,1.7126976771553504,10,0
put your house in order,2.5,1.509230856356236,10,0
put your mind at ease,2.8181818181818183,1.662418829187267,11,1
put your mind at rest,1.4,0.699205898780101,10,0
put your mind to it,1.6666666666666667,0.9847319278346619,12,0
put your money where your mouth is,1.4,0.9660917830792959,10,0
put your nose out of joint,1.6,0.699205898780101,10,5
put your nose to the grindstone,1.6428571428571428,1.15072838853303,14,1
put your shoulder to the wheel,2,1.4142135623730951,10,1
put your tail between your legs,1.9090909090909092,1.6403990645294488,11,0
put your thinking cap on,1.7692307692307692,1.3008872711759818,13,0
put your two cents worth in,1.8181818181818181,0.9816498172140428,11,0
put yourself out,2,1.3416407864998738,11,0
put yourself through college,2.3,1.4181364924121764,10,0
put-down,2.466666666666667,1.4074631010979937,15,0
put-up job,1.7,0.8232726023485646,10,4
putter about,2.7,1.5670212364724212,10,2
putter around,2.1,1.286683937707919,10,1
putting green,4.5,0.97182531580755,10,1
putting me on,1.6,0.699205898780101,10,0
putting on the ritz,2.2,1.0327955589886444,10,0
putting to death,3.1,1.5238839267549948,10,0
putty in someone's hands,1.6,0.9660917830792959,10,1
putty knife,4.9,0.31622776601683794,10,1
putz around,2.1,1.449137674618944,10,0
puzzle game,4.6,0.699205898780101,10,0
puzzle out,2,1.4907119849998598,10,3
puzzle over,2.1,1.286683937707919,10,0
pvc pipe,3.9,1.3703203194062976,10,0
pyjama party,4.5,0.7071067811865476,10,3
pyramid plant,3.8181818181818183,1.0787197799411874,11,6
pyramid scheme,3.090909090909091,1.4459976109624424,11,0
pyramid selling,2,0.9428090415820634,10,5
pyroacetic ether,NA,NA,8,8
pyroglutamic acid,4.3,0.6749485577105528,10,5
pyrrhic victory,1.8,1.1352924243950935,10,7
pyrric victory,2.8,1.6865480854231356,10,5
pyruvic acid,4.5,1.2692955176439846,10,7
pythagoras' theorem,3.7,1.5670212364724212,10,0
pythagorean theorem,2.9,1.66332999331662,10,2
pyx chest,NA,NA,5,8
Q and A,2.6,1.429840705968481,10,0
q tips,4.2,1.4757295747452437,10,0
Q-tip,4.2,1.3165611772087666,10,1
QR code,4.4,0.9856107606091623,15,1
quack like a duck,2.5454545454545454,1.5075567228888183,11,0
quack medicine,2.9,1.5238839267549948,10,4
quad bike,4.4,1.3498971154211057,10,0
quad muscle,4.7,0.6749485577105528,10,1
quadrant plate,NA,NA,5,8
quadratic equation,3.5,1.6499158227686108,10,1
quadratic formula,3.9285714285714284,1.3847680013570567,14,2
quadratic polynomial,2.4,1.7126976771553504,10,1
quadrature amplitude modulation,NA,NA,6,9
quadruple star system,3.2,1.6193277068654826,10,3
quadruple time,2.6,1.776388345929897,10,1
quail at,2.6,0.9660917830792959,10,0
quail brush,NA,NA,9,8
quail egg,4.454545454545454,0.9341987329938275,11,1
quake in one's boots,1.8888888888888888,1.1318329168362204,18,0
quake in your boots,1.7,0.9486832980505138,10,1
quake like a leaf,1.6363636363636365,0.8090398349558905,11,0
quaker gun,3.3333333333333335,1.556997888323046,12,6
quaking aspen,NA,NA,9,13
quaking in one's boots,2,1.3333333333333333,10,0
qualification match,2.4545454545454546,1.3684762594679065,11,1
qualified property,2.8,1.2292725943057183,10,1
qualifying adjective,2.5833333333333335,1.3113721705515067,12,2
qualifying match,2.3,1.5670212364724212,10,1
quality assurance,2.7,1.4181364924121764,10,0
quality circle,3.1,1.3703203194062976,10,4
quality control,3.1,1.286683937707919,10,0
quality controller,3.2,1.4757295747452437,10,0
quality newspaper,3.7,1.0593499054713802,10,1
quality of care,2.4,1.505545305418162,10,1
quality of life,1.7,1.3374935098492586,10,0
quality rating,2.9,1.286683937707919,10,0
quality time,2.5,1.4337208778404378,10,0
quality-adjusted life year,2.1,1.5951314818673865,10,0
quand meme,NA,NA,5,8
quandong nut,NA,NA,1,8
quantitative analysis,2.4545454545454546,1.4396969378057567,11,1
quantitative easing,1.6363636363636365,0.9244162777371754,11,1
quantities of,2.9,1.1972189997378648,10,0
quantity surveyor,3.2,1.8135294011647258,10,0
quantity unit,2.923076923076923,1.3821202589704018,13,1
quantum biophysics,2.909090909090909,1.300349603340998,11,1
quantum jump,2.4,1.577621275493231,10,3
quantum leap,2.7,1.5670212364724212,10,1
quantum mechanics,2.727272727272727,1.7372915179041823,11,1
quantum meruit,NA,NA,8,9
quantum physics,3.4705882352941178,1.9078013215093812,17,1
quantum state,2.090909090909091,1.1361818036340359,11,2
quantum theory,2.1,1.449137674618944,10,0
quare clausum fregit,NA,NA,4,8
quark cheese,3.909090909090909,1.3751033019046572,11,5
quark-gluon plasma,3.625,1.408308678285174,16,32
quarrel out,2.2,1.2292725943057183,10,1
quarrel with,3,1.4907119849998598,10,1
quarry light,NA,NA,7,8
quarry tile,4.461538461538462,0.7762500258061847,13,3
quart container,4.7,0.48304589153964794,10,2
quart into a pint pot,1.6875,0.704154339142587,16,11
quart jar,4,1.247219128924647,10,3
quarter crack,NA,NA,6,8
quarter day,3.2,1.6193277068654826,10,0
quarter horse,4.2,1.4757295747452437,10,7
quarter hour,3.4,1.429840705968481,10,0
quarter mile,3.4,1.577621275493231,10,0
quarter moon,4.1,1.286683937707919,10,0
quarter note,3.2,1.4757295747452437,10,0
quarter of,3.4,1.776388345929897,10,0
quarter past,3.5454545454545454,1.2933395813657265,11,0
quarter plate,3.7,1.2516655570345725,10,6
quarter pound,4.1,0.8755950357709131,10,1
quarter pounder,4,0.9428090415820634,10,0
quarter rest,3,1.1881770515720091,18,9
quarter round,3.7,1.4944341180973264,10,7
quarter section,3.727272727272727,1.1037127426019047,11,1
quarter sessions,2.4,1.7126976771553504,10,2
quarter stock,2.8,1.8135294011647258,10,6
quarter to,2.3,1.5670212364724212,10,1
quarter-acre block,3.1666666666666665,1.1146408580454255,12,2
quarter-pounder,3.9,1.3703203194062976,10,0
quarterback position,4.1,0.7378647873726218,10,0
quarterback sneak,3.727272727272727,1.2720777563426766,11,2
quartz arenite,3.9,1.5951314818673865,10,4
quartz battery,4.8,0.4216370213557839,10,0
quartz clock,4.3,1.1595018087284057,10,0
quartz crystal,4.2,1.2292725943057183,10,1
quartz glass,4.3,0.8232726023485646,10,0
quartz lamp,4.3,0.8232726023485646,10,1
quartz mill,4.2,0.9189365834726815,10,4
quasi judicial,NA,NA,7,11
quasi partner,NA,NA,1,9
quaternary period,3.5,1.35400640077266,10,2
quaternary structure,3.2,1.4757295747452437,10,5
quebec city,4.3,1.0593499054713802,10,0
queen anne's lace,4.3,1.1595018087284057,10,5
queen bed,4.8,0.4216370213557839,10,0
queen bee,3.7,1.2516655570345725,10,0
queen consort,4.181818181818182,0.9816498172140428,11,6
queen counsel,2.9,1.3703203194062976,10,0
queen cup,3.909090909090909,1.4459976109624424,11,8
queen dowager,NA,NA,7,9
queen mother,3.5454545454545454,1.4396969378057567,11,0
queen of beasts,2.4,1.3498971154211057,10,1
queen of clubs,3.909090909090909,1.2210278829367867,11,0
queen of sheba,2.6,1.7126976771553504,10,0
queen of the may,3.2,1.3165611772087666,10,2
queen palm,NA,NA,8,8
queen post,2.5,1.35400640077266,10,6
queen regent,3.1818181818181817,1.5374122295716148,11,5
queen regnant,2.909090909090909,1.513574937328539,11,6
queen sized,3.6363636363636362,1.1200649331826502,11,1
queen-size,3.1,1.5238839267549948,10,0
queen's bench,3.9,0.9944289260117533,10,2
queen's bench division,NA,NA,8,8
queen's birthday,2.7,0.6749485577105528,10,0
queen's counsel,3.4,1.2649110640673518,10,1
queen's english,3.1,1.1005049346146119,10,2
queen's evidence,2,1.1832159566199232,11,2
queen's speech,2.9,1.5951314818673865,10,0
queensberry rules,1.7,1.0593499054713802,10,6
queer as a clockwork orange,1.5,0.97182531580755,10,4
queer as a nine bob note,2.3,1.70293863659264,10,6
queer as dick's hatband,NA,NA,7,8
queer bashing,2.3,1.3374935098492586,10,0
queer bird,2.5625,1.5903353943953669,16,9
queer duck,2.3,1.5670212364724212,10,6
queer fish,2.5454545454545454,1.2933395813657265,11,5
queer someone's pitch,2.4545454545454546,1.4396969378057567,11,3
queer street,NA,NA,9,8
queer the pitch,NA,NA,6,8
queer up,2.8,1.6193277068654826,10,3
quelque chose,2.4545454545454546,1.5075567228888183,11,4
quenched steel,3.125,1.3601470508735443,16,5
quenouille training,NA,NA,4,8
quercitannic acid,4.6,0.699205898780101,10,6
query language,2.4,1.2649110640673518,10,4
query processing,2.7,0.9486832980505138,10,0
quest after,2.1,1.3703203194062976,10,0
quest for,2.7,1.4181364924121764,10,1
question and answer,3.4,1.577621275493231,10,0
question mark,4.454545454545454,1.0357254813546264,11,0
question master,2.6,1.6465452046971292,10,3
question of fact,2.0588235294117645,1.2976222599091636,17,1
question of law,2.1,1.66332999331662,10,3
question sheet,4.4,1.0749676997731399,10,1
question tag,2.5454545454545454,1.2135597524338357,11,1
question the question,1.7,1.0593499054713802,10,0
question time,2.2,1.1352924243950935,10,0
queue jumper,3.8181818181818183,1.1677484162422844,11,1
queue up,3,1.6733200530681511,11,0
quezon city,3.7,1.5670212364724212,10,6
qui vive,NA,NA,4,8
quiche pan,4.090909090909091,1.2210278829367867,11,1
quiche-eater,3.2,1.6193277068654826,10,10
quick and dirty,2.3,1.1595018087284057,10,0
quick and timely,1.9,0.9944289260117533,10,0
quick as a dog can lick a dish,2.4545454545454546,1.572490786213793,11,1
quick as a flash,2.5,1.509230856356236,10,0
quick assets,2.4,1.1737877907772674,10,3
quick bread,3.272727272727273,1.4206272622267313,11,5
quick break,2.6,0.9660917830792959,10,0
quick buck,2.8,1.6865480854231356,10,0
quick check,2.8181818181818183,1.0787197799411874,11,3
quick drop and a sudden stop,2.4,1.3498971154211057,10,1
quick fix,2.1818181818181817,0.9816498172140428,11,0
quick glance,3.1,0.8755950357709131,10,0
quick hits,2.9,1.5951314818673865,10,1
quick look,3.4,1.429840705968481,10,0
quick march,3.2,1.4757295747452437,10,2
quick off the mark,2.4,1.429840705968481,10,0
quick on foot,2,1.3333333333333333,10,0
quick on the draw,2.4444444444444446,1.247219128924647,18,1
quick on the trigger,3.1,1.66332999331662,10,0
quick on the uptake,1.9090909090909092,0.9438798074485389,11,0
quick one,2.272727272727273,1.348399724926484,11,0
quick question,2.8181818181818183,1.3280197150781925,11,0
quick response,3,1.5634719199411433,10,1
quick study,2.9,1.1972189997378648,10,0
quick succession,2.3636363636363638,1.5015143870590966,11,0
quick temper,2.3636363636363638,1.2862913567871994,11,0
quick tempered,1.8181818181818181,1.2504544628399563,11,1
quick time,2.4,1.429840705968481,10,2
quick trip,2.727272727272727,1.555050423035156,11,0
quick witted,1.8,1.0327955589886444,10,1
quick-and-dirty,1.6363636363636365,1.026910636104941,11,1
quick-fire,2.6,1.3498971154211057,10,0
quick-release snap,3.3,1.4944341180973264,10,6
quicken up,2.3,1.3374935098492586,10,2
quicker than lager turns to piss,1.9,1.1972189997378648,10,2
quid pro quo,2.4,1.837873166945363,10,2
quids in,2.3,1.3374935098492586,10,3
quids pro quo,2,1.4142135623730951,10,1
quiet as a cat,2.8,1.6865480854231356,10,0
quiet as a mouse,2.1818181818181817,1.3280197150781925,11,0
quiet before the storm,2.2,1.7511900715418263,10,1
quiet corner,2.727272727272727,1.555050423035156,11,0
quiet down,3.272727272727273,1.618079669911781,11,0
quiet moment,3.272727272727273,1.1037127426019047,11,0
quiet neighborhood,3.7,1.4181364924121764,10,0
quiet place,2.7,1.5670212364724212,10,0
quiet revolution,2.7,0.9486832980505138,10,0
quiet room,3.5,0.97182531580755,10,0
quiet spot,3.4,1.2649110640673518,10,0
quiet street,3.5,1.35400640077266,10,0
quiet town,3,1.4907119849998598,10,0
quiet voice,3.3,1.70293863659264,10,2
quieten down,2.4,1.429840705968481,10,2
quill feather,4.5,0.8498365855987975,10,0
quill pen,4.1,1.286683937707919,10,1
quilt store,4.454545454545454,0.9341987329938275,11,0
quilting bee,3.1538461538461537,1.3445044840729643,13,9
quirk bead,NA,NA,9,8
quirk molding,NA,NA,8,8
quirky subject,2.3,1.4944341180973264,10,1
quit on,2.5,1.2692955176439846,10,1
quit smoking,3.3636363636363638,1.2862913567871994,11,0
quite a,1.4,0.5163977794943222,10,1
quite a bit,1.9090909090909092,0.9438798074485389,11,0
quite a few,2.6,1.429840705968481,10,0
quite a little,2.3,1.4181364924121764,10,0
quite a lot,2.7,1.636391694484477,10,0
quite a while,1.4545454545454546,0.5222329678670935,11,0
quite an,2.1818181818181817,0.873862897505303,11,1
quite right,2,1.4142135623730951,10,0
quite so,2,1.0540925533894598,10,1
quiz bowl,2.909090909090909,1.1361818036340359,11,3
quiz program,3.642857142857143,1.3926810257774174,14,1
quiz show,4.111111111111111,1.078609610939221,18,0
quizzing glass,NA,NA,2,9
quod erat demonstrandum,NA,NA,7,8
quod google,NA,NA,7,12
quonset hut,4.5,0.7071067811865476,10,9
quot homines tot sententiæ,NA,NA,5,21
quota system,2.727272727272727,1.4206272622267313,11,2
quotation mark,4.3,0.9486832980505138,10,0
quotation marks,2.6,1.429840705968481,10,0
quotations,3.65,1.268027892769755,20,1
quote mark,4.5,0.7071067811865476,10,2
quote unquote,1.9,1.286683937707919,10,1
quotient space,2.1,1.286683937707919,10,6
qwerty keyboard,4.4,0.8432740427115678,10,1
qwerty syndrome,3.6,1.2649110640673518,10,4
R & D,NA,NA,7,8
R & R,3.1,1.286683937707919,10,3
R and D,NA,NA,8,8
R and R,2.6363636363636362,1.3618169680781094,11,2
rabbit and pork,4.5,0.97182531580755,10,3
rabbit bush,4.5,0.97182531580755,10,4
rabbit ear mite,4.3,0.8232726023485646,10,1
rabbit ears,4.3,1.2516655570345725,10,1
rabbit fever,2.6363636363636362,1.8040358795061295,11,4
rabbit food,4.9,0.31622776601683794,10,1
rabbit fur,4.3,0.9486832980505138,10,0
rabbit hole,3.7,0.9486832980505138,10,0
rabbit hutch,3.727272727272727,1.4206272622267313,11,3
rabbit on,1.8,1.3165611772087666,10,2
rabbit on about,2.1818181818181817,1.4709304414677002,11,4
rabbit punch,NA,NA,3,8
rabbit stick,NA,NA,3,8
rabbit syndrome,3.3,1.4944341180973264,10,7
rabbit warren,NA,NA,6,8
rabbit's foot,4.7,0.48304589153964794,10,0
rabble rouser,2.2142857142857144,1.2513728724621074,14,7
race against the clock,1.3,0.48304589153964794,10,0
race against time,1.1,0.31622776601683794,10,2
race ahead,1.9,0.5676462121975467,10,0
race away,2,0.816496580927726,10,3
race car,4.7272727272727275,0.6466697906828632,11,0
race card,2.9166666666666665,1.5050420310248864,12,0
race condition,2.9,1.5951314818673865,10,2
race course,4.3,1.3374935098492586,10,1
race down,2.5,1.4337208778404378,10,1
race driver,4.4,0.699205898780101,10,0
race hatred,2.4,1.7126976771553504,10,0
race horse,4.8,0.4216370213557839,10,0
race meet,3.5,1.2692955176439846,10,1
race meeting,3.3,1.636391694484477,10,1
race music,4.3,0.8232726023485646,10,5
race off,3.1,1.5951314818673865,10,0
race out of the traps,2.2,1.2292725943057183,10,2
race problem,2.8,1.1352924243950935,10,0
race queen,3.8,1.2292725943057183,10,5
race relations,2.090909090909091,0.9438798074485389,11,0
race riot,3.1,1.66332999331662,10,3
race runner,3.6,1.577621275493231,10,0
race the clock,2,1.4907119849998598,10,0
race track,4.4,0.699205898780101,10,0
rachet up,2.7058823529411766,1.4901638283404002,17,10
racial discrimination,3.727272727272727,1.555050423035156,11,0
racial extermination,2.5,1.0801234497346435,10,1
racial identity,3.4,1.429840705968481,10,0
racial immunity,1.7,1.1595018087284057,10,1
racial profiling,2.9,1.449137674618944,10,0
racial segregation,2.1818181818181817,1.4709304414677002,11,1
racing bike,3.9,1.5951314818673865,10,0
racing boat,4.5,0.97182531580755,10,1
racing car,4.666666666666667,0.8876253645985945,12,0
racing certainty,2,1.0540925533894598,10,5
racing circuit,4.181818181818182,1.0787197799411874,11,2
racing crab,2.9,1.5238839267549948,10,6
racing driver,4.5,0.7859052479933758,18,0
racing form,2.235294117647059,1.251469724199605,17,2
racing gig,3.3,1.3374935098492586,10,3
racing jack,NA,NA,8,10
racing pigeon,3.8,1.2292725943057183,10,2
racing shell,3.3,1.1595018087284057,10,4
racing skate,4.4,0.9660917830792959,10,2
racing skiff,4,1.0801234497346435,13,5
racing start,3.2,1.1352924243950935,10,0
racing yacht,3.8,1.398411797560202,10,0
rack and pinion,3.3,1.4181364924121764,10,3
rack and ruin,2.6,1.577621275493231,10,0
rack my brain,1.6,1.2649110640673518,10,0
rack of lamb,4.636363636363637,0.504524979109513,11,0
rack off,2.1818181818181817,0.9816498172140428,11,3
rack one's brain,1.8,1.0327955589886444,10,0
rack one's brains,2.1,1.66332999331662,10,0
rack out,NA,NA,7,8
rack railway,NA,NA,7,8
rack rate,2.3,1.3374935098492586,10,7
rack rent,2.6,1.577621275493231,10,9
rack up,2.5,1.35400640077266,10,2
rack up points,2.9,1.286683937707919,10,0
rack your brain,1.6,0.699205898780101,10,0
rack your brains,2.1,0.9944289260117533,10,1
racked with pain,2.6,1.429840705968481,10,2
racket abuse,2.3333333333333335,1.3706888336846839,12,14
racket club,4.2,1.3165611772087666,10,2
radar dome,4.2,1.0327955589886444,10,0
radar echo,2.8,1.398411797560202,10,3
radar gun,4.3,1.0593499054713802,10,1
radar station,4.2,1.3165611772087666,10,0
radar trap,3.5454545454545454,1.2135597524338357,11,0
radar van,4.5,0.97182531580755,10,1
radial arm saw,4.9,0.31622776601683794,10,3
radial engine,4.636363636363637,0.504524979109513,11,4
radial pulse,3.6363636363636362,1.6292775867068985,11,1
radial symmetry,2.8181818181818183,1.662418829187267,11,0
radial tire,4.2,0.9189365834726815,10,1
radial vein,4.4,0.5163977794943222,10,4
radial velocity,3.272727272727273,1.348399724926484,11,1
radiant energy,2.5454545454545454,1.2933395813657265,11,0
radiant flux,NA,NA,3,8
radiant heating,3.7,1.4181364924121764,10,0
radiation field,3.3333333333333335,1.495090003192804,18,1
radiation pressure,3.1,1.1972189997378648,10,2
radiation sickness,3.8,1.398411797560202,10,0
radiation therapy,3.8181818181818183,0.873862897505303,11,0
radiative recombination,3.1,1.66332999331662,10,3
radiator cap,4.636363636363637,0.674199862463242,11,0
radiator grille,4.2,1.0327955589886444,10,2
radiator hose,4.8,0.4216370213557839,10,0
radical anion,NA,NA,7,8
radical chic,2.4545454545454546,1.3684762594679065,11,2
radical plane,2.7,1.4944341180973264,10,2
radical sign,3.272727272727273,1.348399724926484,11,4
radio aerial,3.9,1.286683937707919,10,5
radio alarm,4.909090909090909,0.30151134457776363,11,0
radio alarm clock,4.2,1.4757295747452437,10,0
radio announcer,4.2,1.2292725943057183,10,0
radio antenna,4.7,0.6749485577105528,10,0
radio astronomy,2.8,1.7511900715418263,10,2
radio beacon,4.636363636363637,0.674199862463242,11,1
radio beam,3.2,1.4757295747452437,10,0
radio broadcast,4.176470588235294,1.0744355563298724,17,0
radio button,4.6,0.699205898780101,10,0
radio carbon,3.8,1.398411797560202,10,0
radio cassette,4.8,0.4216370213557839,10,2
radio cassette player,4.5,0.8498365855987975,10,0
radio cassette recorder,4.8,0.4216370213557839,10,1
radio chassis,4.285714285714286,1.0690449676496976,14,8
radio communication,3.4,1.3498971154211057,10,0
radio compass,4.153846153846154,0.8006407690254357,13,1
radio emission,3.3636363636363638,1.2862913567871994,11,1
radio frequency,3.7,1.3374935098492586,10,1
radio headsets,4.5,0.5270462766947299,10,0
radio jock,3.7,1.1595018087284057,10,3
radio link,2.6363636363636362,1.1200649331826502,11,1
radio nebula,2.6,1.429840705968481,10,2
radio news,3.4,1.2649110640673518,10,0
radio noise,3.9,1.1005049346146119,10,1
radio observation,2.5,1.5811388300841898,10,3
radio operator,4.4,0.9660917830792959,10,0
radio play,3.7,1.2182817926554552,20,0
radio program,4.1,1.286683937707919,10,0
radio receiver,4.5,0.7071067811865476,10,0
radio set,4.1,1.286683937707919,10,1
radio show,4.4,0.8432740427115678,10,0
radio show host,4.3,1.2516655570345725,10,0
radio signal,4.2,1.3165611772087666,10,0
radio source,3.2,1.2292725943057183,10,1
radio spectrum,3.611111111111111,1.1950332945836273,18,6
radio station,4.6,0.699205898780101,10,0
radio tagging,2.6363636363636362,1.2862913567871994,11,3
radio telephone,4,1.4142135623730951,11,1
radio telephony,3.8181818181818183,1.4012980994907414,11,1
radio telescope,4.5,0.97182531580755,10,0
radio transmitter,4.818181818181818,0.6030226891555273,11,1
radio wave,2.3,1.5670212364724212,10,0
radio-cassette player,4.9,0.30779350562554625,20,0
radioactive dating,2.4545454545454546,1.3684762594679065,11,6
radioactive decay,3.3636363636363638,1.5015143870590966,11,0
radioactive dust,4.181818181818182,1.2504544628399563,11,0
radioactive fallout,2.9,1.1972189997378648,10,1
radioactive waste,4.363636363636363,0.8090398349558905,11,0
radioactivity unit,4.1,0.9944289260117533,10,0
radiocarbon dating,3.6,1.3498971154211057,10,0
radium therapy,3.1,1.8529256146249728,10,1
radius of curvature,3.3,1.3374935098492586,10,0
radius vector,3.7,1.3374935098492586,10,1
rafferty's rules,NA,NA,2,8
raffia palm,NA,NA,2,8
raffle off,3.4,1.429840705968481,10,0
raffle ticket,4.363636363636363,0.8090398349558905,11,0
rag bagger,NA,NA,4,8
rag day,2.7,1.3374935098492586,10,6
rag doll,4.4,0.9660917830792959,10,1
rag on,2.5454545454545454,1.2933395813657265,11,5
rag paper,3,1.7638342073763937,10,6
rag rug,3.6,1.429840705968481,10,3
rag the puck,NA,NA,5,9
rag top,3.6,1.1737877907772674,10,2
rag trade,3,1.1547005383792515,10,3
rag week,2.3,1.2516655570345725,10,6
rag-and-bone man,3.2,1.4757295747452437,10,5
rag-and-bone shop,3.7,1.766981104093143,10,5
rag-chewing,2.6363636363636362,1.433368568981982,11,0
"rag, tag and bobtail",2,1.1832159566199232,11,2
rage on,1.9,1.449137674618944,10,0
Raggedy Ann,3.5,1.509230856356236,10,6
raglan sleeve,NA,NA,4,9
ragpicker disease,NA,NA,7,8
rags to riches,2.090909090909091,1.3751033019046572,11,1
ragtag and bobtail,NA,NA,6,8
rah-rah,2,1.4142135623730951,10,6
rail at,2.1,1.449137674618944,10,5
rail clip,4.285714285714286,1.1387288073563857,14,12
rail depot,4.6,0.699205898780101,10,1
rail fence,4.818181818181818,0.6030226891555273,11,3
rail freight,3.5454545454545454,1.694912172570388,11,0
rail in,2.5,1.35400640077266,10,5
rail line,4.5,1.0801234497346435,10,1
rail off,3,1.3333333333333333,10,3
rail vehicle,4.4,1.0749676997731399,10,1
rail worker,4.4,0.8432740427115678,10,0
railroad bed,4.1,1.286683937707919,10,3
railroad camp,4.3,0.8232726023485646,10,0
railroad car,4.7894736842105265,0.6306035352846115,19,0
railroad company,3.8,0.7888106377466155,10,1
railroad crossing,4.5,0.7071067811865476,10,0
railroad engineer,3.8181818181818183,1.3280197150781925,11,0
railroad flat,4.1,1.1972189997378648,10,5
railroad man,4.1,0.7378647873726218,10,0
railroad overpass,4.7,0.6749485577105528,10,0
railroad siding,4.6,0.699205898780101,10,4
railroad spike,4.3,1.2516655570345725,10,0
railroad station,4,1.247219128924647,10,0
railroad terminal,4.6,0.9660917830792959,10,0
railroad through,3.1,1.286683937707919,10,0
railroad ticket,4.4,1.0749676997731399,10,0
railroad tie,4.454545454545454,1.2135597524338357,11,5
railroad track,4.181818181818182,1.4709304414677002,11,1
railroad tracks,4.9,0.31622776601683794,10,0
railroad train,4.8,0.4216370213557839,10,1
railroad tunnel,5,0,10,0
railroad vine,3.1818181818181817,1.8877596148970779,11,1
railroad worker,4.6,0.5163977794943222,10,0
