"","Survey","Platform","File_date","Participant","Please click the button below to agree to participate in this study.","Do you wish to complete the article evaluation instead of the study?","spiritually","meaningfulness","entrepreneurship","tranquillize","interrupting","malnourishment","pressure point","waterskiing","milk chocolate","brussels sprouts","look what the cat's dragged in","on the off-chance","head over heel","daylight saving time","throwaway remark","six of one and half a dozen of the other","take a back seat","felt-tipped pen","lip synchronization","sabre-toothed cat","in principle","interpretation","ignorance","collaborate","heavyhearted","bureaucratic","emergency","watch out","surcharge","telecommunication","cardiovascular","production cost","interior designer","assassination","law enforcement","surfboarding","bullseye","flight simulator","orange juice","spaghetti sauce","RPS_ID","Prolific_ID","Gender","Gender_Self_Describe","Age","Ed_years","Uni_years","Ed_years_calc","English_first","English_fluent","Dupe_spiritually","Dupe_meaningfulness","Dupe_entrepreneurship","Dupe_tranqualize","Dupe_interrupting","Dupe_malnourishment","Dupe_pressure_point","Dupe_waterskiing","Dupe_milk_chocolate","Dupe_brussel_sprouts","Dupe_look what the cat's dragged in","Dupe_on the off-chance","Dupe_head over heel","Dupe_daylight saving time","Dupe_throwaway remark","Dupe_six of one and half a dozen of the other","Dupe_take a back seat","Dupe_felt-tipped pen","Dupe_lip synchronization","Dupe_sabre-toothed cat","Thirty_plus","Incomplete","Do_not_know","Correlation","Exclude","Reverse"
"2668","Survey C","Prolific","12-Nov-20","R_1hKlKW0hWNUuhVw","I agree to participate in this study",NA,1,1,1,5,5,5,3,5,5,5,1,1,1,1,1,4,3,5,5,5,1,3,3,5,2,1,1,1,3,2,3,1,5,5,1,-99,5,1,5,5,NA,"5ea8010daf54da1e951b8861","Male",-99,"19",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0590909090909091,0.372727272727273,0.35867670764793,FALSE,NA
"2669","Survey C","Prolific","12-Nov-20","R_3Pi2DFRTcoOaVEx","I agree to participate in this study",NA,2,1,2,4,2,3,4,5,5,5,1,1,1,4,1,5,2,5,3,5,1,1,1,2,1,1,1,1,6,3,2,1,4,4,4,4,4,4,5,5,NA,"5e7902515312ee4a99c22e53","Male",-99,"35",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.679545454545455,0.88761776142836,FALSE,NA
"2670","Final Survey","Prolific","03-Mar-21","R_1oG8JO9GMdfl6El","I agree to participate in this study",NA,1,1,2,4,4,4,4,5,5,5,2,1,1,1,6,6,2,6,5,5,1,2,2,2,6,4,6,1,6,4,4,5,2,2,4,5,1,5,5,5,NA,"5ed421bae125990b1bd1ba57","Female",-99,"29",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.823529411764706,0.575395871,FALSE,NA
"2671","Final Survey","Prolific","03-Mar-21","R_2YG1kxp0KpEsJ2j","I agree to participate in this study",NA,1,1,1,5,1,5,5,5,5,5,5,5,1,1,6,5,5,6,5,5,1,6,1,6,5,1,6,1,6,5,5,5,5,5,5,5,1,6,5,5,NA,"5f13b5cb93d2ed02c439577f","Male",-99,"24",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00873362445414847,0.812227074235808,0.547013106,FALSE,NA
"2672","Final Survey","Prolific","03-Mar-21","R_0GU3d0fNJnICS4N","I agree to participate in this study",NA,2,2,4,2,2,6,3,4,5,6,6,2,2,2,2,6,2,6,3,2,3,3,3,4,2,3,4,3,6,3,3,4,3,4,3,4,6,6,5,5,NA,"5f89ce099f6c7c01b31223fb","Male",-99,"30",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.38646288209607,0.63654862,FALSE,NA
"2673","Final Survey","Prolific","03-Mar-21","R_3GdrgxzQExw5GHD","I agree to participate in this study",NA,1,1,1,2,1,2,5,5,5,4,6,6,6,6,1,5,5,6,5,5,1,2,1,1,5,1,2,4,4,2,3,1,4,5,5,5,4,5,5,5,NA,"5fa31c7d9675d15d92308f0f","Male",-99,"23",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.533769063180828,0.726473677,FALSE,NA
"2674","Final Survey","Prolific","03-Mar-21","R_3O7U32jkX7KviOf","I agree to participate in this study",NA,5,5,5,5,5,6,5,4,5,2,4,3,6,3,6,6,4,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,NA,"5ecef464a52fd030f7bfb006","Male",-99,"21",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00436681222707424,0.519650655021834,NA,TRUE,NA
"2675","Final Survey","Prolific","03-Mar-21","R_1JENEkrVOwzvAH9","I agree to participate in this study",NA,1,3,3,4,4,5,2,4,5,5,3,2,2,4,2,5,2,5,5,5,4,4,4,3,4,3,4,1,5,4,5,4,5,5,3,5,3,3,5,5,NA,"5f0c002c47848351fd023d3d","Male",-99,"21",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.205240174672489,0.241129798,FALSE,NA
"2676","Final Survey","Prolific","03-Mar-21","R_YRd6UB236UAc4et","I agree to participate in this study",NA,5,4,4,3,3,4,3,3,4,4,5,3,4,4,2,2,2,3,3,2,3,2,5,4,2,6,5,5,5,4,5,5,4,5,3,5,5,3,4,5,NA,"5fa0214aec4d5703b014e5a9","Female",-99,"19",11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0218340611353712,0.504366812227074,0.320355883,FALSE,NA
"2677","Final Survey","Prolific","03-Mar-21","R_b4bV5QRIRgs07T3","I agree to participate in this study",NA,1,1,5,6,5,5,5,5,5,6,5,6,6,5,6,6,4,5,5,6,5,1,1,1,1,1,1,1,6,5,5,1,5,5,5,5,5,5,5,5,NA,"5fbbd3b4d67d060360f6dc0a","Male",-99,"21",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00436681222707424,0.443231441048035,0.67934069,FALSE,NA
"2678","Final Survey","Prolific","03-Mar-21","R_2c74q3mSBcwftjv","I agree to participate in this study",NA,2,2,2,3,1,4,2,5,5,5,2,2,2,2,2,5,2,5,2,5,3,1,1,3,1,3,4,2,4,3,3,3,4,3,3,5,1,3,5,5,NA,"5c15270de32f860001660c67","Male",-99,"22",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00218340611353712,0.00218340611353712,0.529138445,FALSE,NA
"2679","Final Survey","Prolific","03-Mar-21","R_2Vr56mHUE5igFbD","I agree to participate in this study",NA,4,2,2,4,3,4,3,4,4,5,3,1,2,2,2,3,4,4,3,3,1,2,1,1,1,1,2,2,2,1,2,4,3,2,4,3,5,4,5,5,NA,"5d1290103b20b0000102e8e3","Female",-99,"35",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.074235807860262,0.863508174,FALSE,NA
"2680","Final Survey","Prolific","03-Mar-21","R_0f8qRWVx8kXlZ1T","I agree to participate in this study",NA,1,1,2,2,2,3,3,5,5,5,1,1,3,1,6,4,2,5,4,5,1,1,1,1,1,1,1,1,5,1,4,4,5,5,2,4,3,4,5,5,NA,"5e5fb53a78dda22ecac1e2af","Male",-99,"19",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00218340611353712,0.316593886462882,0.764671078,FALSE,NA
"2681","Final Survey","Prolific","03-Mar-21","R_333fEvUfSAcYxW9","I agree to participate in this study",NA,1,2,4,2,3,4,3,5,5,5,2,6,2,5,6,5,3,5,5,5,2,2,1,3,2,5,4,2,5,5,5,4,5,4,3,5,3,5,5,5,NA,"5f4fa3bf5e8dec0806153507","Female",-99,"24",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0.299126637554585,NA,NA,NA
"2682","Final Survey","Prolific","03-Mar-21","R_Wv7jMzW3WOXruTf","I agree to participate in this study",NA,1,1,2,5,1,5,4,5,5,5,6,1,1,3,5,5,1,5,5,5,1,-99,1,1,2,2,3,2,-99,3,2,1,-99,5,-99,5,2,5,-99,-99,NA,"5ec3f25d9cedf7287004cd26","Female",-99,"19",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.283842794759825,0.0633187772925764,NA,NA,NA
"2683","Final Survey","Prolific","03-Mar-21","R_1PSP6ccsi26Hbo4","I agree to participate in this study",NA,1,1,2,3,4,5,2,5,5,5,5,1,5,1,1,5,5,4,1,5,2,1,4,4,3,2,5,4,1,3,3,4,3,5,2,3,4,4,5,5,NA,"5f32397f6eeae117b7b66456","Female",-99,"49",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00218340611353712,0.0851528384279476,0.453201234,FALSE,NA
"2684","Final Survey","Prolific","03-Mar-21","R_3O8RHvDkmKOYksv","I agree to participate in this study",NA,1,1,1,1,1,6,3,5,5,5,1,1,1,6,6,6,5,5,5,5,6,6,6,6,6,6,5,6,6,5,6,6,6,5,6,6,5,5,5,5,NA,"5c8249601a83510001606ecd","Male",-99,"22",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00218340611353712,0.960698689956332,NA,NA,NA
"2685","Final Survey","Prolific","03-Mar-21","R_2Y5lwmMesWfgEkb","I agree to participate in this study",NA,1,1,2,1,4,1,2,4,5,5,2,6,2,2,2,6,4,5,4,4,6,1,3,4,3,1,3,2,3,4,4,4,4,4,4,4,4,4,5,5,NA,"5bd4944a72eb1f0001efb198","Male",-99,"24",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00218340611353712,0.471615720524017,0.746630049,FALSE,NA
"2686","Final Survey","Prolific","03-Mar-21","R_W6v1dX2UjO6DnuF","I agree to participate in this study",NA,1,3,5,4,5,5,5,5,5,5,2,3,2,5,4,5,5,2,6,5,5,4,5,5,3,5,4,4,4,5,5,5,5,5,3,5,5,5,5,5,NA,"5f1ae695e83bcd2439df60ff","Male",-99,"20",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00218340611353712,0.152838427947598,0.236116346,FALSE,NA
"2687","Final Survey","Prolific","03-Mar-21","R_1EbakKcy0Nb7zKL","I agree to participate in this study",NA,5,3,3,3,4,1,3,4,5,1,1,4,6,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,NA,"5f73427f244c770277ba2a5d","Male",-99,"22",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00873362445414847,0.209606986899563,0.387755925,FALSE,NA
"2688","Resurvey 1","Prolific","14-Oct-21","R_1mXljH1AGhlGD7q","I agree to participate in this study",NA,4,5,5,5,5,5,5,5,5,5,4,3,2,4,4,3,3,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,"614e50084109bcceada6945c","Male",-99,"46",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00228310502283105,0.0821917808219178,0.619870539129345,FALSE,NA
"2689","Resurvey 1","Prolific","14-Oct-21","R_1ezs0X5crVsdhUR","I agree to participate in this study",NA,1,1,1,1,1,6,2,5,5,3,5,6,2,5,6,3,1,6,6,5,1,1,1,5,5,1,1,1,3,1,3,1,5,5,1,5,5,3,5,5,NA,"61412aed21cd6ca74901421a","Male",-99,"21",14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00228310502283105,0.0616438356164384,0.513411434781923,FALSE,NA
"2690","Resurvey 1","Prolific","14-Oct-21","R_12m1XsRvOKBOg9f","I agree to participate in this study",NA,4,5,2,3,5,3,5,2,5,5,5,6,4,5,6,2,3,6,1,1,5,6,5,5,5,6,5,5,6,5,3,6,5,6,5,5,6,6,5,5,NA,"61460d148a1a58b0753834a1","Female",-99,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.513698630136986,-0.0407765378470671,TRUE,NA
"2691","Resurvey 1","Prolific","14-Oct-21","R_1E6w4zgR31kpnM2","I agree to participate in this study",NA,5,1,1,5,1,1,1,5,5,3,1,1,5,1,3,1,5,3,5,6,1,5,1,3,5,6,1,5,6,1,1,1,1,1,1,5,3,5,1,5,NA,"61323fca3b371e8b378e1b66","Female",-99,"20",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00228310502283105,0.111872146118721,0.0739812164577174,TRUE,NA
"2692","Resurvey 1","Prolific","14-Oct-21","R_SBK6v7DWA5aP28h","I agree to participate in this study",NA,1,1,2,3,3,3,1,5,5,5,2,1,1,2,1,1,1,5,2,5,1,1,1,3,1,1,2,3,1,4,2,2,3,2,2,4,3,1,5,5,NA,"614e41e008fb1f027c0af049","Female",-99,"30",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.273972602739726,0.617165308908558,FALSE,NA
"2693","Resurvey 1","Prolific","14-Oct-21","R_W9cXfJJtR5iiYwh","I agree to participate in this study",NA,5,4,5,2,5,3,5,5,5,5,5,5,2,5,5,6,5,5,5,4,4,5,4,5,3,5,5,5,4,5,3,5,5,3,5,4,3,3,5,3,NA,"5d470e24c46fcd001a238820","Male",-99,"35",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0114155251141553,0.045662100456621,-0.307799405595881,TRUE,NA
"2694","Resurvey 1","Prolific","14-Oct-21","R_qRuMmDmDTezfCHT","I agree to participate in this study",NA,4,2,2,2,4,4,4,2,4,3,1,4,4,4,3,4,6,3,4,3,2,5,4,4,4,4,3,3,4,4,3,4,3,5,3,3,4,2,5,4,NA,"5f6cc9299ff6940d0cce0b79","Female",-99,"21",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0388127853881279,0.00427749446476187,TRUE,NA
"2695","Resurvey 1","Prolific","14-Oct-21","R_3dJNU3MS71L3Kb6","I agree to participate in this study",NA,1,2,2,2,4,4,4,4,5,5,4,6,6,2,6,4,4,6,4,6,2,4,2,3,3,5,2,2,6,4,5,4,4,3,3,4,6,5,5,5,NA,"5f7bee969220d91d7b7f35e6","Female",-99,"26",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.139269406392694,0.592310371852274,FALSE,NA
"2696","Resurvey 1","Prolific","14-Oct-21","R_2aQzn9kSSp9kcO2","I agree to participate in this study",NA,2,2,2,2,4,5,2,4,4,5,2,2,2,2,2,3,2,4,4,5,1,3,1,2,1,1,1,1,5,5,5,1,5,5,5,5,3,5,5,5,NA,"61512e996125f5ddbde6ce73","Male",-99,"28",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0799086757990868,0.703711512752374,FALSE,NA
"2697","Resurvey 1","Prolific","14-Oct-21","R_0JkWGZqkYkkTVmN","I agree to participate in this study",NA,1,1,2,1,2,2,2,4,5,5,1,1,1,2,1,1,2,5,2,5,1,1,2,2,1,6,2,1,6,1,3,1,5,3,2,5,1,3,5,5,NA,"5f70f2db1da187103ac30229","Female",-99,"20",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.148401826484018,0.639158458759006,FALSE,NA
"2698","Resurvey 1","Prolific","14-Oct-21","R_3gOhkMgbeMZIqKT","I agree to participate in this study",NA,4,3,3,5,4,4,3,3,5,4,4,-99,4,3,5,4,2,-99,4,5,4,3,3,4,3,4,4,3,4,3,3,5,4,5,4,4,4,3,4,4,NA,"614f18008dda38ea2673a8f4","Male",-99,"37",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0091324200913242,0.300723997459114,FALSE,NA
"2699","Resurvey 1","Prolific","14-Oct-21","R_1q39BYCZocOOy9L","I agree to participate in this study",NA,5,3,3,3,5,3,3,4,4,5,3,5,4,4,3,4,5,3,5,5,3,4,4,5,3,3,3,3,3,4,3,3,4,3,3,5,2,4,4,2,NA,"614f16a48e76172910600f60","Male",-99,"41",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0045662100456621,-0.173517568241436,TRUE,NA
"2700","Resurvey 1","Prolific","14-Oct-21","R_3kyMjE5D9s9TNAz","I agree to participate in this study",NA,4,3,4,1,2,2,5,5,5,5,2,1,1,1,2,1,2,5,1,5,3,6,3,3,2,3,5,2,4,2,2,2,3,1,5,5,5,5,5,5,NA,"614e03a30d43ead95a4652d4","Male",-99,"37",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.246575342465753,0.501300215798862,FALSE,NA
"2701","Resurvey 1","Prolific","14-Oct-21","R_247s50B38soGLcB","I agree to participate in this study",NA,1,1,4,5,4,2,4,5,4,5,3,1,1,3,1,4,1,1,2,3,4,5,1,3,1,3,5,1,1,4,4,2,5,5,3,5,1,4,4,4,NA,"6149e307d3ca62ccc26c74c4","Male",-99,"30",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0068649885583524,0.198724865662897,TRUE,NA
"2702","Resurvey 1","Prolific","14-Oct-21","R_3I6PYLiiWr1bcMw","I agree to participate in this study",NA,5,5,4,5,5,4,5,3,5,3,2,2,4,3,3,2,4,3,3,3,5,5,5,5,1,2,5,4,5,4,5,5,4,5,4,4,3,5,5,4,NA,"614cc0d52d6480e3bcf3c37f","Male",-99,"20",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0228310502283105,0.0279002374771274,TRUE,NA
"2703","Resurvey 1","Prolific","14-Oct-21","R_3MSXz5MHLOPhbeZ","I agree to participate in this study",NA,2,1,2,2,3,2,1,5,5,4,3,1,3,2,2,1,3,4,4,4,1,1,3,1,1,2,2,1,2,2,2,2,4,4,1,5,4,2,5,4,NA,"614f7a3a9bccf98514ae49cb","Male",-99,"38",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00228310502283105,0.0365296803652968,0.679420363375707,FALSE,NA
"2704","Resurvey 1","Prolific","14-Oct-21","R_PSWOeql7cQcA23f","I agree to participate in this study",NA,5,3,4,4,4,5,4,4,5,4,4,3,5,4,5,5,3,3,4,3,5,5,5,5,4,5,5,4,2,5,5,5,5,5,5,4,5,5,5,5,NA,"615042f44c6b1b15ab83973f","Male",-99,"301515",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00228310502283105,0.0858768839531629,TRUE,NA
"2705","Resurvey 1","Prolific","14-Oct-21","R_1IoQTbX7SZL3ydQ","I agree to participate in this study",NA,1,1,1,5,4,4,5,5,5,5,1,1,3,3,1,4,2,5,5,3,1,2,2,3,1,2,2,2,4,3,3,4,5,5,4,4,5,5,5,5,NA,"61519aac60553982db372728","Female",-99,"50",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.232876712328767,0.889919414248547,FALSE,NA
"2706","Resurvey 1","Prolific","14-Oct-21","R_1LG7c7AT17BKYD9","I agree to participate in this study",NA,2,3,4,3,4,4,5,5,5,5,5,2,3,2,4,3,5,6,4,5,3,2,1,3,3,2,3,3,3,2,3,3,2,3,3,4,4,4,5,5,NA,"60f1aee9a5e5a0bbd2584afb","Male",-99,"26",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0662100456621005,0.726783100480822,FALSE,NA
"2707","Resurvey 1","Prolific","14-Oct-21","R_216bZqobGRGiOJS","I agree to participate in this study",NA,1,2,1,2,2,2,1,5,5,5,5,1,1,-99,1,6,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,NA,"614dcd581143cde564842c58","Male",-99,"34",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.0045662100456621,0,NA,NA,NA
"2708","Resurvey 1","Prolific","14-Oct-21","R_8ddrJK2ibCkSpix","I agree to participate in this study",NA,1,2,4,3,4,4,5,5,5,5,3,2,2,5,3,5,3,5,5,5,2,2,2,3,3,3,3,3,5,3,4,3,5,4,4,5,5,5,5,5,NA,"61507b4614fe6103237b91a5","Female",-99,"57",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.127853881278539,0.875070280433886,FALSE,NA
"2709","Resurvey 1","Prolific","14-Oct-21","R_ZygWcmEwZzgoTuN","I agree to participate in this study",NA,1,2,1,2,1,3,2,4,5,5,4,1,1,1,1,3,4,5,2,4,1,1,1,3,1,1,4,2,1,2,4,4,4,5,5,5,5,5,5,5,NA,"614ffe0371fcbb2ca7be42a5","Female",-99,"33",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0389016018306636,0.867105254467077,FALSE,NA
"2710","Resurvey 1","Prolific","14-Oct-21","R_2xQz9A8NoqBUjgT","I agree to participate in this study",NA,1,1,2,2,2,4,1,2,5,5,5,1,4,2,5,5,5,4,2,5,1,4,3,2,3,5,2,1,5,2,5,4,5,2,3,5,5,3,5,5,NA,"6150aab197e042c6c15f4b6e","Male",-99,"36",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0228310502283105,0.472018837663527,FALSE,NA
"2711","Resurvey 1","Prolific","14-Oct-21","R_3nVkENLmm7uZwkX","I agree to participate in this study",NA,1,1,1,3,2,6,1,4,5,5,6,1,6,6,6,1,1,5,2,5,1,1,1,1,1,1,2,1,4,1,3,5,4,5,1,5,4,4,5,5,NA,"6130b27b15fbd6ac2aa9f340","Male",-99,"20",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.226027397260274,0.785025451273141,FALSE,NA
"2712","Resurvey 1","Prolific","14-Oct-21","R_2aODaHP6xmwE043","I agree to participate in this study",NA,1,1,1,2,4,5,3,5,5,5,6,6,6,2,6,5,2,5,4,5,1,2,2,2,1,2,4,1,2,3,2,2,3,4,2,3,5,4,5,5,NA,"612e90cd874e532f92b40756","Female",-99,"26",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0022883295194508,0.405034324942792,0.758311825165375,FALSE,NA
"2713","Resurvey 1","Prolific","14-Oct-21","R_2B5956WDQQ9tE2k","I agree to participate in this study",NA,5,3,1,5,5,5,1,5,5,5,5,5,1,5,1,5,5,6,5,1,5,5,5,5,3,1,5,5,1,1,5,4,5,2,2,4,1,2,5,5,NA,"6149190fc6c4932ea572edd5","Female",-99,"21",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0045662100456621,0.0251141552511416,-0.222257326798425,TRUE,NA
"2714","Resurvey 1","Prolific","14-Oct-21","R_9BmXWawZTGZsqBz","I agree to participate in this study",NA,1,1,1,5,1,5,5,1,5,6,1,1,5,1,5,5,5,6,5,6,2,2,2,5,5,2,2,2,4,5,5,2,2,1,1,2,4,1,2,2,NA,"614d9d87f5bf4ae1f8457064","Male",-99,"35",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0.0296803652968037,NA,NA,NA
"2715","Resurvey 1","Prolific","14-Oct-21","R_1BUXe6s5bwADHh0","I agree to participate in this study",NA,1,6,2,4,1,2,4,4,5,5,5,2,1,1,1,2,2,2,6,5,1,3,2,2,4,4,4,2,6,2,4,3,-99,2,3,4,2,5,5,5,NA,"6124b4df9c122e9055425033","Male",-99,"33",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00228310502283105,0.0319634703196347,0.52852885426426,FALSE,NA
"2716","Resurvey 1","Prolific","14-Oct-21","R_2AYjAbqUUTfMF0f","I agree to participate in this study",NA,1,5,2,3,5,5,5,5,4,5,2,2,3,2,2,5,1,5,4,5,3,2,2,5,1,4,3,5,5,5,5,5,5,5,5,5,3,5,4,5,NA,"614e4e4d94a7f4a5a543cbeb","Male",-99,"20",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0570776255707763,0.543751171067699,FALSE,NA
